id,color_r1,color_r2,color_g1,color_g2,color_b1,color_b2,toon_color_r1,toon_color_r2,toon_color_g1,toon_color_g2,toon_color_b1,toon_color_b2
8521,#99d2d9,#e9ecf0,#ffe1bb,#68b366,#68b366,#99d2d9,#8fa8e0,#c3b7d9,#f7b39e,#258b76,#258b76,#8fa8e0
8522,#6c3875,#a1372f,#f0b370,#d7de72,#d7de72,#6c3875,#511960,#702111,#c37641,#e3ae6c,#e3ae6c,#511960
8523,#3E3638,#5260B8,#FFE7CB,#5260B8,#5260B8,#3E3638,#291A25,#454074,#FABBAD,#454074,#454074,#291A25
8524,#e9ecf0,#ffe7cb,#ffe7cb,#a1372f,#a1372f,#e9ecf0,#c3b7d9,#fabbad,#fabbad,#702111,#702111,#c3b7d9
8525,#A1372F,#EAB3CE,#461714,#E9ECF0,#E9ECF0,#A1372F,#6E1F26,#A47FC8,#270D09,#C0DCDA,#C0DCDA,#6E1F26
8526,#5260b8,#f0b370,#f0b370,#3e3638,#3e3638,#5260b8,#4f408d,#c37641,#c37641,#30101f,#30101f,#4f408d
8527,#D7DE72,#6C3875,#8B9228,#D7DE72,#D7DE72,#D7DE72,#B6AB53,#2C1A53,#265E26,#B6AB53,#B6AB53,#B6AB53
8528,#68B366,#3E3638,#2D4E2D,#68B366,#68B366,#68B366,#3C8D95,#291A25,#143724,#3C8D95,#3C8D95,#3C8D95
8529,#eab3ce,#f0b370,#f0b370,#6c3875,#6c3875,#eab3ce,#d78bce,#c37641,#c37641,#511960,#511960,#d78bce
8530,#99D2D9,#A1372F,#FFEBD9,#A1634F,#99D2D9,#99D2D9,#6486AC,#6E1F26,#FFBEBE,#7B3635,#6486AC,#6486AC
8531,#6c3875,#5260b8,#ffe1bb,#eab3ce,#eab3ce,#6c3875,#511960,#4f408d,#f7b39e,#d78bce,#d78bce,#511960
8532,#3e3638,#ffe1bb,#ffe1bb,#68b366,#68b366,#3e3638,#30101f,#f7b39e,#f7b39e,#258b76,#258b76,#30101f
8533,#E9ECF0,#EAB3CE,#78733D,#D7DE72,#D7DE72,#E9ECF0,#C0DCDA,#A47FC8,#596127,#B6AB53,#B6AB53,#C0DCDA
8534,#a1372f,#ffe1bb,#ffe1bb,#5260b8,#5260b8,#a1372f,#702111,#f7b39e,#f7b39e,#4f408d,#4f408d,#702111
8535,#5260b8,#6c3875,#ffebd9,#a1372f,#a1372f,#5260b8,#4f408d,#511960,#ffbebe,#702111,#702111,#4f408d
8536,#d7de72,#3e3638,#f0b370,#e9ecf0,#e9ecf0,#d7de72,#e3ae6c,#30101f,#c37641,#c3b7d9,#c3b7d9,#e3ae6c
8537,#68B366,#E9ECF0,#247522,#3E3638,#3E3638,#68B366,#3C8D95,#C0DCDA,#1A3D42,#291A25,#291A25,#3C8D95
8538,#EAB3CE,#A1372F,#71576A,#EAB3CE,#EAB3CE,#EAB3CE,#A47FC8,#6E1F26,#462D4F,#A47FC8,#A47FC8,#A47FC8
8539,#99D2D9,#8E6468,#FFEBD9,#8E6468,#99D2D9,#99D2D9,#6486AC,#6C3D5A,#FFBEBE,#6C3D5A,#6486AC,#6486AC
8540,#6C3875,#D7DE72,#FFEBD9,#DED827,#6C3875,#6C3875,#2C1A53,#B6AB53,#FFBEBE,#D1AC42,#2C1A53,#2C1A53
8541,#3E3638,#68B366,#22AFD9,#99D2D9,#99D2D9,#3E3638,#291A25,#3C8D95,#3C68B2,#6486AC,#6486AC,#291A25
8542,#E9ECF0,#EAB3CE,#755A6D,#EAB3CE,#EAB3CE,#E9ECF0,#C0DCDA,#A47FC8,#4B2F52,#A47FC8,#A47FC8,#C0DCDA
8543,#A1372F,#FFEBD9,#33512E,#68B366,#68B366,#A1372F,#6E1F26,#FFBEBE,#0D393A,#3C8D95,#3C8D95,#6E1F26
8544,#5260B8,#5260B8,#FFE1BB,#D7DE72,#D7DE72,#5260B8,#454074,#454074,#F7B39E,#B6AB53,#B6AB53,#454074
8545,#D7DE72,#5260B8,#FFEBD9,#5260B8,#5260B8,#D7DE72,#B6AB53,#454074,#FFBEBE,#454074,#454074,#B6AB53
8546,#68b366,#ffe7cb,#ffe7cb,#a1372f,#a1372f,#68b366,#258b76,#fabbad,#fabbad,#702111,#702111,#258b76
8547,#eab3ce,#ffebd9,#ffebd9,#e9ecf0,#e9ecf0,#eab3ce,#d78bce,#ffbebe,#ffbebe,#c3b7d9,#c3b7d9,#d78bce
8548,#99D2D9,#99D2D9,#FFE1BB,#3E3638,#3E3638,#99D2D9,#6486AC,#6486AC,#F7B39E,#291A25,#291A25,#6486AC
8549,#6C3875,#D7DE72,#B098B4,#6C3875,#6C3875,#6C3875,#2C1A53,#B6AB53,#6E6187,#2C1A53,#2C1A53,#2C1A53
8550,#3e3638,#f0b370,#f0b370,#3e3638,#3e3638,#3e3638,#30101f,#c37641,#c37641,#30101f,#30101f,#30101f
8551,#e9ecf0,#f0b370,#f0b370,#6c3875,#6c3875,#e9ecf0,#c3b7d9,#c37641,#c37641,#511960,#511960,#c3b7d9
8552,#A1372F,#FFE1BB,#34BAD9,#99D2D9,#99D2D9,#A1372F,#6E1F26,#F7B39E,#4D77B3,#6486AC,#6486AC,#6E1F26
8553,#5260b8,#e9ecf0,#ffebd9,#eab3ce,#eab3ce,#5260b8,#4f408d,#c3b7d9,#ffbebe,#d78bce,#d78bce,#4f408d
8554,#D7DE72,#F0B370,#39532F,#68B366,#68B366,#D7DE72,#B6AB53,#C37641,#113835,#3C8D95,#3C8D95,#B6AB53
8555,#68B366,#5260B8,#9DA4CC,#D7DE72,#D7DE72,#68B366,#3C8D95,#454074,#658BAA,#B6AB53,#B6AB53,#3C8D95
8556,#eab3ce,#d7de72,#ffe7cb,#5260b8,#5260b8,#eab3ce,#d78bce,#e3ae6c,#fabbad,#4f408d,#4f408d,#d78bce
8557,#99d2d9,#68b366,#ffe1bb,#a1372f,#a1372f,#99d2d9,#8fa8e0,#258b76,#f7b39e,#702111,#702111,#8fa8e0
8558,#6c3875,#eab3ce,#ffe1bb,#e9ecf0,#e9ecf0,#6c3875,#511960,#d78bce,#f7b39e,#c3b7d9,#c3b7d9,#511960
8559,#3E3638,#99D2D9,#917E85,#3E3638,#3E3638,#3E3638,#291A25,#6486AC,#6E506B,#291A25,#291A25,#291A25
8560,#E9ECF0,#FFEBD9,#FFEBD9,#413E37,#E9ECF0,#E9ECF0,#C0DCDA,#FFBEBE,#FFBEBE,#2F2D1C,#C0DCDA,#C0DCDA
8561,#a1372f,#3e3638,#ffe7cb,#a1372f,#a1372f,#a1372f,#702111,#30101f,#fabbad,#702111,#702111,#702111
8562,#5260B8,#E9ECF0,#F0B370,#21304A,#5260B8,#5260B8,#454074,#C0DCDA,#C37641,#1C1C23,#454074,#454074
8563,#D7DE72,#A1372F,#75753C,#D7DE72,#D7DE72,#D7DE72,#B6AB53,#6E1F26,#515F26,#B6AB53,#B6AB53,#B6AB53
8564,#68b366,#f0b370,#f0b370,#68b366,#68b366,#68b366,#258b76,#c37641,#c37641,#258b76,#258b76,#258b76
8565,#EAB3CE,#D7DE72,#FFE1BB,#FFE033,#EAB3CE,#EAB3CE,#A47FC8,#B6AB53,#F7B39E,#F0B553,#A47FC8,#A47FC8
8566,#99d2d9,#68b366,#f0b370,#99d2d9,#99d2d9,#99d2d9,#8fa8e0,#258b76,#c37641,#8fa8e0,#8fa8e0,#8fa8e0
8567,#6c3875,#eab3ce,#ffe7cb,#6c3875,#6c3875,#6c3875,#511960,#d78bce,#fabbad,#511960,#511960,#511960
8568,#3e3638,#ffebd9,#ffebd9,#6c3875,#6c3875,#3e3638,#30101f,#ffbebe,#ffbebe,#511960,#511960,#30101f
8569,#e9ecf0,#a1372f,#ffebd9,#99d2d9,#99d2d9,#e9ecf0,#c3b7d9,#702111,#ffbebe,#8fa8e0,#8fa8e0,#c3b7d9
8570,#A1372F,#FFE7CB,#451A17,#EAB3CE,#EAB3CE,#A1372F,#6E1F26,#FABBAD,#260E0A,#A47FC8,#A47FC8,#6E1F26
8571,#5260B8,#D7DE72,#365E37,#68B366,#68B366,#5260B8,#454074,#B6AB53,#1A3B41,#3C8D95,#3C8D95,#454074
8572,#D7DE72,#FFEBD9,#787C44,#D7DE72,#D7DE72,#D7DE72,#B6AB53,#FFBEBE,#54652C,#B6AB53,#B6AB53,#B6AB53
8573,#68B366,#F0B370,#23224D,#5260B8,#5260B8,#68B366,#3C8D95,#C37641,#201D24,#454074,#454074,#3C8D95
8574,#eab3ce,#99d2d9,#f0b370,#a1372f,#a1372f,#eab3ce,#d78bce,#8fa8e0,#c37641,#702111,#702111,#d78bce
8575,#99d2d9,#ffe7cb,#ffe7cb,#e9ecf0,#e9ecf0,#99d2d9,#8fa8e0,#fabbad,#fabbad,#c3b7d9,#c3b7d9,#8fa8e0
8576,#6c3875,#3e3638,#ffe1bb,#3e3638,#3e3638,#6c3875,#511960,#30101f,#f7b39e,#30101f,#30101f,#511960
8577,#3E3638,#A1372F,#FFE1BB,#788A8A,#3E3638,#3E3638,#291A25,#6E1F26,#F7B39E,#565E71,#291A25,#291A25
8578,#e9ecf0,#ffe7cb,#ffe7cb,#e9ecf0,#e9ecf0,#e9ecf0,#c3b7d9,#fabbad,#fabbad,#c3b7d9,#c3b7d9,#c3b7d9
8579,#A1372F,#FFE1BB,#4A161B,#6C3875,#6C3875,#A1372F,#6E1F26,#F7B39E,#2B0A0B,#2C1A53,#2C1A53,#6E1F26
8580,#5260B8,#FFE1BB,#FFE1BB,#181F4B,#303341,#5260B8,#454074,#F7B39E,#F7B39E,#1A1722,#152033,#454074
8581,#d7de72,#eab3ce,#f0b370,#eab3ce,#eab3ce,#d7de72,#e3ae6c,#d78bce,#c37641,#d78bce,#d78bce,#e3ae6c
8582,#68B366,#99D2D9,#234E22,#68B366,#68B366,#68B366,#3C8D95,#6486AC,#0F331C,#3C8D95,#3C8D95,#3C8D95
8583,#eab3ce,#6c3875,#ffe1bb,#d7de72,#d7de72,#eab3ce,#d78bce,#511960,#f7b39e,#e3ae6c,#e3ae6c,#d78bce
8584,#99D2D9,#3E3638,#FFE7CB,#AF7B7E,#D95E2E,#99D2D9,#6486AC,#291A25,#FABBAD,#8D4F72,#AC402E,#6486AC
8585,#6C3875,#E9ECF0,#581A26,#A1372F,#A1372F,#6C3875,#2C1A53,#C0DCDA,#1D0911,#6E1F26,#6E1F26,#2C1A53
8586,#3E3638,#FFEBD9,#8B797D,#E9ECF0,#E9ECF0,#3E3638,#291A25,#FFBEBE,#684C62,#C0DCDA,#C0DCDA,#291A25
8587,#e9ecf0,#d7de72,#ffebd9,#3e3638,#3e3638,#e9ecf0,#c3b7d9,#e3ae6c,#ffbebe,#30101f,#30101f,#c3b7d9
8588,#a1372f,#68b366,#ffebd9,#a1372f,#a1372f,#a1372f,#702111,#258b76,#ffbebe,#702111,#702111,#702111
8589,#5260b8,#eab3ce,#ffebd9,#5260b8,#5260b8,#5260b8,#4f408d,#d78bce,#ffbebe,#4f408d,#4f408d,#4f408d
8590,#D7DE72,#701A75,#701A75,#6C3875,#6C3875,#D7DE72,#B6AB53,#2C163E,#2C163E,#2C1A53,#2C1A53,#B6AB53
8591,#68b366,#6c3875,#f0b370,#99d2d9,#99d2d9,#68b366,#258b76,#511960,#c37641,#8fa8e0,#8fa8e0,#258b76
8592,#EAB3CE,#3E3638,#8A4064,#EAB3CE,#EAB3CE,#EAB3CE,#A47FC8,#291A25,#6A2654,#A47FC8,#A47FC8,#A47FC8
8593,#99D2D9,#E9ECF0,#32512E,#68B366,#68B366,#99D2D9,#6486AC,#C0DCDA,#123739,#3C8D95,#3C8D95,#6486AC
8594,#6C3875,#F0B370,#423245,#D7DE72,#D7DE72,#6C3875,#2C1A53,#C37641,#1E1335,#B6AB53,#B6AB53,#2C1A53
8595,#3E3638,#202648,#202648,#5260B8,#5260B8,#3E3638,#291A25,#1B191F,#1B191F,#454074,#454074,#291A25
8596,#E9ECF0,#F0B370,#492015,#A1372F,#A1372F,#E9ECF0,#C0DCDA,#C37641,#300605,#6E1F26,#6E1F26,#C0DCDA
8597,#a1372f,#ffe1bb,#ffe1bb,#e9ecf0,#e9ecf0,#a1372f,#702111,#f7b39e,#f7b39e,#c3b7d9,#c3b7d9,#702111
8598,#5260B8,#FFEBD9,#282654,#3E3638,#3E3638,#5260B8,#454074,#FFBEBE,#151319,#291A25,#291A25,#454074
8599,#d7de72,#6c3875,#f0b370,#d7de72,#d7de72,#d7de72,#e3ae6c,#511960,#c37641,#e3ae6c,#e3ae6c,#e3ae6c
8600,#68B366,#3E3638,#FFE1BB,#2C722A,#68B366,#68B366,#3C8D95,#291A25,#F7B39E,#193433,#3C8D95,#3C8D95
8601,#eab3ce,#ffe1bb,#ffe1bb,#6c3875,#6c3875,#eab3ce,#d78bce,#f7b39e,#f7b39e,#511960,#511960,#d78bce
8602,#99D2D9,#FFEBD9,#FFEBD9,#99D2D9,#99D2D9,#D7DE72,#6486AC,#FFBEBE,#FFBEBE,#6486AC,#6486AC,#B6AB53
8603,#6c3875,#5260b8,#ffebd9,#eab3ce,#eab3ce,#6c3875,#511960,#4f408d,#ffbebe,#d78bce,#d78bce,#511960
8604,#3E3638,#F0B370,#375732,#68B366,#68B366,#3E3638,#291A25,#C37641,#123A3D,#3C8D95,#3C8D95,#291A25
8605,#e9ecf0,#eab3ce,#ffe7cb,#d7de72,#d7de72,#e9ecf0,#c3b7d9,#d78bce,#fabbad,#e3ae6c,#e3ae6c,#c3b7d9
8606,#a1372f,#ffe7cb,#ffe7cb,#5260b8,#5260b8,#a1372f,#702111,#fabbad,#fabbad,#4f408d,#4f408d,#702111
8607,#5260b8,#ffebd9,#ffebd9,#a1372f,#a1372f,#5260b8,#4f408d,#ffbebe,#ffbebe,#702111,#702111,#4f408d
8608,#d7de72,#3e3638,#f0b370,#e9ecf0,#e9ecf0,#d7de72,#e3ae6c,#30101f,#c37641,#c3b7d9,#c3b7d9,#e3ae6c
8609,#68b366,#f0b370,#f0b370,#3e3638,#3e3638,#68b366,#258b76,#c37641,#c37641,#30101f,#30101f,#258b76
8610,#173540,#A56F3A,#51A1E6,#A3ABB2,#402727,#2356B2,#273D39,#774129,#3261A8,#83899D,#271015,#2D346F
8611,#7BB6D9,#1A628D,#8D8D8D,#2869D9,#D96455,#69C4F9,#4778A6,#384368,#797673,#323C92,#B15243,#3B76C5
8612,#F4E3EF,#70243D,#554B52,#965F90,#D5438D,#D587B6,#DDC2F2,#341223,#3A223E,#593674,#823C75,#A64EB2
10001,#a1372f,#e9ecf0,#f0b370,#a1372f,#a1372f,#a1372f,#702111,#c3b7d9,#c37641,#702111,#702111,#702111
10002,#a1372f,#d7de72,#f0b370,#a1372f,#a1372f,#a1372f,#702111,#e3ae6c,#c37641,#702111,#702111,#702111
10003,#68b366,#e9ecf0,#f0b370,#6c3875,#6c3875,#68b366,#258b76,#c3b7d9,#c37641,#511960,#511960,#258b76
10004,#5260b8,#e9ecf0,#ffe1bb,#5260b8,#5260b8,#5260b8,#4f408d,#c3b7d9,#f7b39e,#4f408d,#4f408d,#4f408d
10005,#5260b8,#a1372f,#ffe7cb,#d7de72,#d7de72,#5260b8,#4f408d,#702111,#fabbad,#e3ae6c,#e3ae6c,#4f408d
10006,#68b366,#a1372f,#ffebd9,#68b366,#68b366,#68b366,#258b76,#702111,#ffbebe,#258b76,#258b76,#258b76
10007,#eab3ce,#d7de72,#ffe7cb,#eab3ce,#eab3ce,#eab3ce,#d78bce,#e3ae6c,#fabbad,#d78bce,#d78bce,#d78bce
10008,#a1372f,#3e3638,#ffe1bb,#d7de72,#d7de72,#a1372f,#702111,#30101f,#f7b39e,#e3ae6c,#e3ae6c,#702111
10009,#eab3ce,#6c3875,#ffe1bb,#eab3ce,#eab3ce,#eab3ce,#d78bce,#511960,#f7b39e,#d78bce,#d78bce,#d78bce
10010,#e9ecf0,#68b366,#ffebd9,#e9ecf0,#e9ecf0,#e9ecf0,#c3b7d9,#258b76,#ffbebe,#c3b7d9,#c3b7d9,#c3b7d9
10011,#a1372f,#e9ecf0,#ffebd9,#68b366,#68b366,#a1372f,#702111,#c3b7d9,#ffbebe,#258b76,#258b76,#702111
10012,#d7de72,#a1372f,#ffe7cb,#5260b8,#5260b8,#d7de72,#e3ae6c,#702111,#fabbad,#4f408d,#4f408d,#e3ae6c
10013,#3e3638,#d7de72,#ffe7cb,#3e3638,#3e3638,#3e3638,#30101f,#e3ae6c,#fabbad,#30101f,#30101f,#30101f
10014,#3e3638,#a1372f,#f0b370,#3e3638,#3e3638,#3e3638,#30101f,#702111,#c37641,#30101f,#30101f,#30101f
10015,#d7de72,#99d2d9,#ffe1bb,#d7de72,#d7de72,#d7de72,#e3ae6c,#8fa8e0,#f7b39e,#e3ae6c,#e3ae6c,#e3ae6c
10016,#eab3ce,#68b366,#ffe7cb,#d7de72,#d7de72,#eab3ce,#d78bce,#258b76,#fabbad,#e3ae6c,#e3ae6c,#d78bce
10017,#e9ecf0,#eab3ce,#ffe7cb,#e9ecf0,#e9ecf0,#e9ecf0,#c3b7d9,#d78bce,#fabbad,#c3b7d9,#c3b7d9,#c3b7d9
10018,#68b366,#e9ecf0,#ffe7cb,#68b366,#68b366,#68b366,#258b76,#c3b7d9,#fabbad,#258b76,#258b76,#258b76
10019,#eab3ce,#a1372f,#ffe7cb,#eab3ce,#eab3ce,#eab3ce,#d78bce,#702111,#fabbad,#d78bce,#d78bce,#d78bce
10020,#eab3ce,#68b366,#f0b370,#eab3ce,#eab3ce,#eab3ce,#d78bce,#258b76,#c37641,#d78bce,#d78bce,#d78bce
10021,#444748,#292929,#f0b370,#1D1D1D,#48494F,#3D6C38,#1D2536,#2A2723,#c37641,#1E1C1A,#1C1E3A,#1B4D4E
10022,#e9ecf0,#68b366,#ffe7cb,#e9ecf0,#e9ecf0,#e9ecf0,#c3b7d9,#258b76,#fabbad,#c3b7d9,#c3b7d9,#c3b7d9
10023,#e9ecf0,#5260b8,#ffe1bb,#a1372f,#a1372f,#e9ecf0,#c3b7d9,#4f408d,#f7b39e,#702111,#702111,#c3b7d9
10024,#6c3875,#5260b8,#ffe1bb,#6c3875,#6c3875,#6c3875,#511960,#4f408d,#f7b39e,#511960,#511960,#511960
10025,#d7de72,#a1372f,#f0b370,#d7de72,#d7de72,#d7de72,#e3ae6c,#702111,#c37641,#e3ae6c,#e3ae6c,#e3ae6c
10026,#68b366,#e9ecf0,#ffebd9,#a1372f,#a1372f,#68b366,#258b76,#c3b7d9,#ffbebe,#702111,#702111,#258b76
10027,#eab3ce,#a1372f,#ffe7cb,#eab3ce,#eab3ce,#eab3ce,#d78bce,#702111,#fabbad,#d78bce,#d78bce,#d78bce
10028,#d7de72,#a1372f,#ffe7cb,#d7de72,#d7de72,#d7de72,#e3ae6c,#702111,#fabbad,#e3ae6c,#e3ae6c,#e3ae6c
10029,#444748,#182848,#f0b370,#172C48,#121A48,#3981E2,#1C2436,#16161F,#c37641,#15161F,#15131F,#3A4C9D
10030,#d7de72,#a1372f,#ffe1bb,#6c3875,#6c3875,#d7de72,#e3ae6c,#702111,#f7b39e,#511960,#511960,#e3ae6c
10031,#444748,#292929,#ffebd9,#1D1D1D,#48494F,#3D6C38,#1D2536,#2A2723,#ffbebe,#1E1C1A,#1C1E3A,#1B4D4E
10032,#5260b8,#a1372f,#ffe1bb,#5260b8,#5260b8,#5260b8,#4f408d,#702111,#f7b39e,#4f408d,#4f408d,#4f408d
10033,#5260b8,#d7de72,#ffebd9,#5260b8,#5260b8,#5260b8,#4f408d,#e3ae6c,#ffbebe,#4f408d,#4f408d,#4f408d
10034,#444748,#182848,#ffe7cb,#172C48,#121A48,#3981E2,#1C2436,#16161F,#fabbad,#15161F,#15131F,#3A4C9D
10035,#a1372f,#d7de72,#ffe7cb,#3e3638,#3e3638,#a1372f,#702111,#e3ae6c,#fabbad,#30101f,#30101f,#702111
10036,#6c3875,#a1372f,#f0b370,#6c3875,#6c3875,#6c3875,#511960,#702111,#c37641,#511960,#511960,#511960
10037,#a1372f,#5260b8,#ffe7cb,#d7de72,#d7de72,#a1372f,#702111,#4f408d,#fabbad,#e3ae6c,#e3ae6c,#702111
10038,#5260b8,#e9ecf0,#f0b370,#68b366,#68b366,#5260b8,#4f408d,#c3b7d9,#c37641,#258b76,#258b76,#4f408d
10039,#eab3ce,#99d2d9,#ffe1bb,#eab3ce,#eab3ce,#eab3ce,#d78bce,#8fa8e0,#f7b39e,#d78bce,#d78bce,#d78bce
10052,#e9ecf0,#d7de72,#f0b370,#a1372f,#a1372f,#e9ecf0,#c3b7d9,#e3ae6c,#c37641,#702111,#702111,#c3b7d9
10053,#5260b8,#d7de72,#ffe7cb,#5260b8,#5260b8,#5260b8,#4f408d,#e3ae6c,#fabbad,#4f408d,#4f408d,#4f408d
10054,#68b366,#a1372f,#ffe1bb,#68b366,#68b366,#68b366,#258b76,#702111,#f7b39e,#258b76,#258b76,#258b76
10055,#e9ecf0,#68b366,#ffe1bb,#e9ecf0,#e9ecf0,#e9ecf0,#c3b7d9,#258b76,#f7b39e,#c3b7d9,#c3b7d9,#c3b7d9
10056,#eab3ce,#e9ecf0,#f0b370,#5260b8,#5260b8,#eab3ce,#d78bce,#c3b7d9,#c37641,#4f408d,#4f408d,#d78bce
10057,#444748,#182848,#ffebd9,#172C48,#121A48,#3981E2,#1C2436,#16161F,#ffbebe,#15161F,#15131F,#3A4C9D
10058,#3e3638,#a1372f,#ffebd9,#3e3638,#3e3638,#3e3638,#30101f,#702111,#ffbebe,#30101f,#30101f,#30101f
10059,#444748,#182848,#ffe7cb,#172C48,#121A48,#3981E2,#1C2436,#16161F,#fabbad,#15161F,#15131F,#3A4C9D
10060,#a1372f,#5260b8,#ffe7cb,#a1372f,#a1372f,#a1372f,#702111,#4f408d,#fabbad,#702111,#702111,#702111
10061,#5260b8,#a1372f,#ffe1bb,#d7de72,#d7de72,#5260b8,#4f408d,#702111,#f7b39e,#e3ae6c,#e3ae6c,#4f408d
10062,#6E2272,#AB91AD,#ffebd9,#DD67E3,#89568E,#E294E6,#2A1633,#6B5B80,#ffbebe,#834EAA,#462F6C,#6061CD
10063,#4C4B34,#323E56,#ffebd9,#190E4C,#2C2D4C,#DAD56D,#2D3714,#132F48,#ffbebe,#060412,#1C1928,#B29C4F
10064,#4F3CF9,#412BB4,#ffebd9,#F984FD,#291F60,#D4D1E2,#4336BD,#2F2378,#ffbebe,#B759CD,#1A1426,#9BA3D4
10065,#501517,#B1302F,#ffe1bb,#BB3047,#BB536C,#F3B1C0,#21080D,#6C1F39,#f7b39e,#6D2149,#974153,#C07AAE
10066,#444748,#182848,#ffe1bb,#172C48,#121A48,#3981E2,#1C2436,#16161F,#f7b39e,#15161F,#15131F,#3A4C9D
10067,#a1372f,#5260b8,#f0b370,#d7de72,#d7de72,#a1372f,#702111,#4f408d,#c37641,#e3ae6c,#e3ae6c,#702111
10068,#B2857D,#8C3C44,#ffe7cb,#460C17,#8C2B18,#94B2F2,#945F74,#672B2F,#fabbad,#050303,#570E10,#6573B4
10069,#0B2E46,#394246,#f0b370,#303C42,#3F464E,#C7D3D6,#111421,#151F34,#c37641,#3D2C42,#172439,#8B8BAD
10070,#837E7A,#14165C,#ffe7cb,#22439D,#1D3883,#B53137,#66595B,#0F0D20,#fabbad,#2C2D5E,#232446,#6E213F
10071,#704568,#E9CFE2,#ffebd9,#E990E8,#BF76BC,#2348A4,#3F234E,#CDAFE5,#ffbebe,#625CCF,#72479C,#2D2F64
10072,#433B15,#FEDD50,#ffebd9,#D7B767,#A89850,#5922A1,#272D01,#E9B76E,#ffbebe,#AF8049,#7F6533,#371D6B
10073,#444748,#182848,#f0b370,#172C48,#121A48,#3981E2,#1C2436,#16161F,#c37641,#15161F,#15131F,#3A4C9D
10074,#837E7A,#4548B9,#ffe1bb,#3960C8,#3F5593,#82272B,#65595B,#463975,#f7b39e,#373882,#24335D,#531724
10075,#692453,#FFFAFB,#ffebd9,#A01B75,#FFFAFB,#BF344D,#170B16,#FDEDFC,#ffbebe,#552058,#FDEDFC,#70244D
10076,#72706F,#204CB9,#ffe1bb,#D34726,#5E6DB9,#F2EEEB,#544D4E,#313378,#f7b39e,#9F1C1B,#394484,#F1DAE2
10077,#6D6166,#67304A,#ffebd9,#A82A23,#A82740,#E9E1E4,#4A374A,#481D2E,#ffbebe,#711627,#59193D,#ECC7DB
10078,#B17043,#EDEDED,#ffebd9,#B13D2D,#B0B0B1,#163A80,#834330,#E2ECEF,#ffbebe,#7D1F22,#93959A,#1F2344
10079,#51B994,#7C364F,#ffe1bb,#EED65B,#AA1F3A,#521D4F,#54779E,#5B203E,#f7b39e,#CCA35D,#5C153C,#010101
10080,#D5E727,#8C88A8,#ffe7cb,#648A21,#7778EF,#576946,#D9C644,#444B87,#fabbad,#1F593A,#7566AC,#254B3D
10081,#388387,#872C25,#ffebd9,#872116,#871719,#3A3A3A,#22316E,#53161C,#ffbebe,#500C15,#420C20,#25171B
10082,#501517,#B1302F,#ffe7cb,#BB3047,#BB536C,#F3B1C0,#21080D,#6C1F39,#fabbad,#6C2149,#964154,#C07AAE
10083,#49CE7F,#4F3236,#f0b370,#7D0E22,#602B2C,#8BBC96,#549B98,#361922,#c37641,#33071F,#411B19,#577B95
10084,#433B15,#FFEB96,#ffe7cb,#D4C117,#CAB557,#8B6CB4,#272D01,#D8B274,#fabbad,#C39432,#A27D3B,#404992
10085,#501517,#AD6261,#ffebd9,#D6C323,#D45556,#E5E5E5,#21080D,#864B4A,#ffbebe,#C5993E,#AD4443,#E7DBDF
10086,#C1D2EA,#8DB6E7,#ffebd9,#7EB6D9,#7CE1F1,#933B37,#80B1D3,#5284B4,#ffbebe,#4978A5,#489CB8,#6D2C27
10087,#71976C,#D6D6D6,#ffe1bb,#802B2B,#EEF0EE,#40583F,#42797A,#B8A7A6,#f7b39e,#5A1E1D,#EAF1E3,#183C41
10088,#71976C,#D6D6D6,#ffe7cb,#802B2B,#EEF0EE,#40583F,#42797A,#B8A7A6,#fabbad,#5A1E1D,#EAF1E3,#183C41
10089,#71976C,#ECECEC,#ffebd9,#8E0303,#989898,#5E7B5D,#42797A,#EEE1E7,#ffbebe,#47031B,#807979,#375A5D
10090,#D5E727,#8C88A8,#f0b370,#648A21,#7778EF,#576946,#D9C644,#444B87,#c37641,#1F593A,#7566AC,#254B3D
10091,#833FFD,#BD9EF5,#ffe1bb,#BA5FED,#E7E4EB,#2F1C51,#5F3FC7,#7A84C8,#f7b39e,#7E5FAE,#DACEEC,#120D15
10092,#3B40E0,#D2D7E0,#ffe7cb,#D4ADD0,#D4D5D6,#3369D6,#3237A4,#B4B9D8,#fabbad,#827AB1,#B2B0C6,#383E8F
10093,#EAF1D4,#5D731D,#ffe7cb,#DEDC38,#F9F784,#4E5833,#BBE7E6,#183E20,#fabbad,#CFB152,#D1BC62,#133D26
10094,#60F6E9,#ABCAC8,#ffe1bb,#C3DBE6,#F6AAC3,#FBADC0,#7BB5D3,#7381A0,#f7b39e,#A0AED7,#B577D4,#C27AD9
10095,#5B215D,#413E43,#ffebd9,#D1E0D2,#40433F,#375D37,#08050A,#2C2135,#ffbebe,#8CAEA3,#1B2D2C,#1A3B3F
10096,#696C68,#E4DEE6,#ffe7cb,#2D6D16,#335726,#DED7DE,#58544A,#DEC7E6,#fabbad,#123A37,#123C1D,#DBBFDD
10097,#DF2933,#671321,#ffe1bb,#7C2117,#463D3C,#0D2F46,#9C1E51,#1C0612,#f7b39e,#460C12,#2E1E20,#121521
10098,#0E2C55,#1A3AAF,#ffebd9,#B8BCC2,#4559A1,#8C2318,#16192A,#1B1C69,#ffbebe,#9094AB,#33325D,#550E17
