id,factor_group_id,effect_id,target_type,value_1,value_2
3121,21022,3,41,210022,3
3122,21022,4,2,8,0
3123,21022,4,41,210022,4
3124,21022,5,2,10,0
3125,21022,5,41,210022,5
3126,21023,1,3,2,0
3127,21023,1,41,210032,1
3128,21023,2,3,4,0
3129,21023,2,41,210032,2
3130,21023,3,3,6,0
3131,21023,3,41,210032,3
3132,21023,4,3,8,0
3133,21023,4,41,210032,4
3134,21023,5,3,10,0
3135,21023,5,41,210032,5
3136,21024,1,4,2,0
3137,21024,1,41,210042,1
3138,21024,2,4,4,0
3139,21024,2,41,210042,2
3140,21024,3,4,6,0
3141,21024,3,41,210042,3
3142,21024,4,4,8,0
3143,21024,4,41,210042,4
3144,21024,5,4,10,0
3145,21024,5,41,210042,5
3146,21025,1,5,2,0
3147,21025,1,41,210052,1
3148,21025,2,5,4,0
3149,21025,2,41,210052,2
3150,21025,3,5,6,0
3151,21025,3,41,210052,3
3152,21025,4,5,8,0
3153,21025,4,41,210052,4
3154,21025,5,5,10,0
3155,21025,5,41,210052,5
3156,20245,1,41,202452,1
3157,20245,2,41,202452,2
3158,20245,3,41,202452,3
3159,20245,4,41,202452,4
3160,20245,5,41,202452,5
3161,20246,1,41,202462,1
3162,20246,2,41,202462,2
3163,20246,3,41,202462,3
3164,20246,4,41,202462,4
3165,20246,5,41,202462,5
3166,20247,1,41,202472,1
3167,20247,2,41,202472,2
3168,20247,3,41,202472,3
3169,20247,4,41,202472,4
3170,20247,5,41,202472,5
3171,20248,1,41,202482,1
3172,20248,2,41,202482,2
3173,20248,3,41,202482,3
3174,20248,4,41,202482,4
3175,20248,5,41,202482,5
3176,101602,1,41,910161,1
3177,101602,1,64,1,0
3178,101602,1,61,1,0
3179,101602,1,62,1,0
3180,101602,2,41,910161,2
3181,101602,2,64,2,0
3182,101602,2,61,1,0
3183,101602,2,62,1,0
3184,101602,3,41,910161,2
3185,101602,3,64,2,0
3186,101602,3,61,2,0
3187,101602,3,62,1,0
3188,101602,4,41,910161,3
3189,101602,4,64,2,0
3190,101602,4,61,2,0
3191,101602,4,62,2,0
3192,106702,1,41,910671,1
3193,106702,1,62,2,0
3194,106702,1,61,1,0
3195,106702,2,41,910671,2
3196,106702,2,62,3,0
3197,106702,2,61,1,0
3198,106702,3,41,910671,2
3199,106702,3,62,4,0
3200,106702,3,61,1,0
3201,106702,4,41,910671,3
3202,106702,4,62,4,0
3203,106702,4,61,2,0
3204,106802,1,41,910681,1
3205,106802,1,63,1,0
3206,106802,1,61,1,0
3207,106802,1,65,1,0
3208,106802,2,41,910681,2
3209,106802,2,63,2,0
3210,106802,2,61,1,0
3211,106802,2,65,1,0
3212,106802,3,41,910681,2
3213,106802,3,63,2,0
3214,106802,3,61,2,0
3215,106802,3,65,1,0
3216,106802,4,41,910681,3
3217,106802,4,63,2,0
3218,106802,4,61,2,0
3219,106802,4,65,2,0
3220,20249,1,41,202492,1
3221,20249,2,41,202492,2
3222,20249,3,41,202492,3
3223,20249,4,41,202492,4
3224,20249,5,41,202492,5
3225,109901,1,41,900991,1
3226,109901,1,62,1,0
3227,109901,1,61,1,0
3228,109901,1,65,1,0
3229,109901,2,41,900991,2
3230,109901,2,62,2,0
3231,109901,2,61,1,0
3232,109901,2,65,1,0
3233,109901,3,41,900991,2
3234,109901,3,62,2,0
3235,109901,3,61,2,0
3236,109901,3,65,1,0
3237,109901,4,41,900991,3
3238,109901,4,62,2,0
3239,109901,4,61,2,0
3240,109901,4,65,2,0
3241,106501,1,61,2,0
3242,106501,1,63,1,0
3243,106501,2,61,3,0
3244,106501,2,63,1,0
3245,106501,3,61,4,0
3246,106501,3,63,1,0
3247,106501,4,41,900651,3
3248,106501,4,61,4,0
3249,106501,4,63,2,0
3250,102702,1,41,910271,1
3251,102702,1,64,1,0
3252,102702,1,61,1,0
3253,102702,1,63,1,0
3254,102702,2,41,910271,2
3255,102702,2,64,2,0
3256,102702,2,61,1,0
3257,102702,2,63,1,0
3258,102702,3,41,910271,2
3259,102702,3,64,2,0
3260,102702,3,61,2,0
3261,102702,3,63,1,0
3262,102702,4,41,910271,3
3263,102702,4,64,2,0
3264,102702,4,61,2,0
3265,102702,4,63,2,0
3266,103102,1,41,910311,1
3267,103102,1,61,1,0
3268,103102,1,64,1,0
3269,103102,1,62,1,0
3270,103102,2,41,910311,2
3271,103102,2,61,2,0
3272,103102,2,64,1,0
3273,103102,2,62,1,0
3274,103102,3,41,910311,2
3275,103102,3,61,2,0
3276,103102,3,64,2,0
3277,103102,3,62,1,0
3278,103102,4,41,910311,3
3279,103102,4,61,2,0
3280,103102,4,64,2,0
3281,103102,4,62,2,0
3282,20250,1,41,202502,1
3283,20250,2,41,202502,2
3284,20250,3,41,202502,3
3285,20250,4,41,202502,4
3286,20250,5,41,202502,5
3287,104301,1,61,1,0
3288,104301,1,63,1,0
3289,104301,1,64,1,0
3290,104301,2,61,2,0
3291,104301,2,63,1,0
3292,104301,2,64,1,0
3293,104301,3,61,2,0
3294,104301,3,63,2,0
3295,104301,3,64,1,0
3296,104301,4,41,900431,3
3297,104301,4,61,2,0
3298,104301,4,63,2,0
3299,104301,4,64,2,0
3300,105701,1,61,1,0
3301,105701,1,62,1,0
3302,105701,1,65,1,0
3303,105701,2,61,2,0
3304,105701,2,62,1,0
3305,105701,2,65,1,0
3306,105701,3,61,2,0
3307,105701,3,62,2,0
3308,105701,3,65,1,0
3309,105701,4,41,900571,3
3310,105701,4,61,2,0
3311,105701,4,62,2,0
3312,105701,4,65,2,0
3313,106601,1,61,3,0
3314,106601,2,61,4,0
3315,106601,3,61,5,0
3316,106601,4,41,900661,3
3317,106601,4,61,6,0
3318,30005,1,1,10,0
3319,30005,1,3,10,0
3320,30005,2,1,20,0
3321,30005,2,3,20,0
3322,30005,3,1,30,0
3323,30005,3,3,30,0
3324,21026,1,41,210262,1
3325,21026,2,41,210262,2
3326,21026,3,41,210262,3
3327,21026,4,41,210262,4
3328,21026,5,41,210262,5
3329,21027,1,41,210272,1
3330,21027,2,41,210272,2
3331,21027,3,41,210272,3
3332,21027,4,41,210272,4
3333,21027,5,41,210272,5
3334,21028,1,41,210282,1
3335,21028,2,41,210282,2
3336,21028,3,41,210282,3
3337,21028,4,41,210282,4
3338,21028,5,41,210282,5
3351,20252,1,41,202522,1
3352,20252,2,41,202522,2
3353,20252,3,41,202522,3
3354,20252,4,41,202522,4
3355,20252,5,41,202522,5
3356,20253,1,41,202532,1
3357,20253,2,41,202532,2
3358,20253,3,41,202532,3
3359,20253,4,41,202532,4
3360,20253,5,41,202532,5
